Selected,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,xx,Default
0,1269385008,"EMAX ESCROW, INC.",TEMPLE CITY,CA,91780,CAPITAL ONE NATL ASSOC,VA,531390,16544,2005,84,5,1.0,3,5,1,1,N,N,,16556.0,50000,0,P I F,0,50000,25000,0,0,0.5,0,2520,19076.0,0
0,1282426008,"OAKES & ASSOCIATES, INC.",SAN FRANCISCO,CA,94115,MORTGAGE CAP. DEVEL CORP,CA,531210,16867,2006,240,6,1.0,5,0,1,1,0,N,,16938.0,557000,0,P I F,0,557000,557000,0,1,1.0,0,7200,24138.0,0
0,1292166006,CYNTHIA THUY VU,CONCORD,CA,94519,EAST WEST BANK,CA,531210,16868,2006,268,5,1.0,3,8,1,1,0,N,17986.0,16891.0,394200,0,CHGOFF,230645,394200,295650,0,1,0.75,0,8040,24931.0,1
0,1298785009,The Churchill Real Estate Grou,SAN DIEGO,CA,92108,BANK OF AMERICA NATL ASSOC,NC,531210,16566,2005,11,2,1.0,0,2,1,1,Y,N,19411.0,16587.0,93595,0,CHGOFF,13744,50000,25000,0,0,0.5,0,330,16917.0,1
0,1301435000,Hee Dong Bang dba Planet Video,North Hollywood,CA,91606,CALIFORNIA BANK & TRUST,CA,532230,16568,2005,84,4,1.0,0,4,1,2,Y,N,,16587.0,28500,0,P I F,0,28500,14250,0,0,0.5,0,2520,19107.0,0
0,1326436003,ASSET ESCROW SERVICES INC,VISTA,CA,92084,SBA - EDF ENFORCEMENT ACTION,CO,531390,16870,2006,240,34,1.0,6,34,1,1,0,N,,16938.0,914000,0,P I F,0,914000,914000,0,1,1.0,0,7200,24138.0,0
0,1331255006,"MWISE, Inc.",WOODLAND HILLS,CA,91364,BANK OF AMERICA NATL ASSOC,NC,531320,16596,2005,36,3,1.0,0,3,1,1,N,N,18172.0,16679.0,187000,0,CHGOFF,93700,100000,50000,0,0,0.5,1,1080,17759.0,1
0,1333125006,NINA N SARYAN IHMUD DBA STAR V,SAN BERNARDINO,CA,92411,CAPITAL ONE NATL ASSOC,VA,532230,16597,2005,63,12,1.0,0,12,1,1,N,N,18477.0,16648.0,50000,0,CHGOFF,45747,50000,25000,0,0,0.5,0,1890,18538.0,1
0,1345845007,"Whizdom Group, Inc.",NORTH HOLLYWOOD,CA,91601,BANK OF AMERICA NATL ASSOC,NC,531210,16607,2005,84,1,1.0,0,1,1,1,Y,N,,16617.0,92446,0,P I F,0,31000,15500,0,0,0.5,0,2520,19137.0,0
0,1346505001,"Turnbloom & Associates, Incorp",PLEASANT HILL,CA,94523,BANK OF AMERICA NATL ASSOC,NC,531210,16608,2005,84,6,1.0,0,6,1,1,Y,N,,16801.0,55000,0,P I F,0,50000,25000,0,0,0.5,0,2520,19321.0,0
0,1364005008,"Hans Strom, Inc. dba Strom Com",San Diego,CA,92101,CALIFORNIA BANK & TRUST,CA,531210,16623,2005,84,5,1.0,1,5,0,1,Y,N,,16648.0,93000,0,P I F,0,50000,25000,0,0,0.5,0,2520,19168.0,0
0,1368895003,Long Tzong Syiau dba Champion,SAN GABRIEL,CA,91776,BANK OF AMERICA NATL ASSOC,NC,531120,16628,2005,84,3,1.0,3,3,0,1,Y,N,,16648.0,69500,0,P I F,0,50000,25000,0,0,0.5,0,2520,19168.0,0
0,1388235001,Woodward Childs,CAPITOLA,CA,95010,BANK OF AMERICA NATL ASSOC,NC,531210,16643,2005,53,2,1.0,2,2,0,1,T,N,17752.0,16679.0,44750,0,CHGOFF,25000,25000,12500,0,0,0.5,0,1590,18269.0,1
0,1390235000,Pine Idyllwild LLC,IDYLLWILD,CA,92549,BANK OF AMERICA NATL ASSOC,NC,531312,16644,2005,84,5,2.0,0,5,0,1,Y,N,,16740.0,21500,0,P I F,0,10000,5000,1,0,0.5,0,2520,19260.0,0
0,1390566001,Auchante Inc,BELL GARDENS,CA,90201,BANCO POPULAR NORTH AMERICA,NY,531210,16877,2006,73,31,1.0,69,31,69149,1,Y,N,,17225.0,150000,0,P I F,0,150000,75000,0,0,0.5,0,2190,19415.0,0
0,1391595005,Mega Video,OAKLAND,CA,94606,BANK OF AMERICA NATL ASSOC,NC,532230,16645,2005,4,2,1.0,1,2,0,1,Y,N,19372.0,16679.0,20505,0,CHGOFF,3783,10000,5000,0,0,0.5,0,120,16799.0,1
0,1392415010,"Three Amigos Realty, Inc., dba",La Habra,CA,90631,PACIFIC CITY BANK,CA,531210,16645,2005,300,21,2.0,0,21,0,1,N,N,,16679.0,1240000,0,P I F,0,1240000,930000,1,1,0.75,0,9000,25679.0,0
0,1408404006,WARFIELD ENTERPRISES INC.,CATHEDRAL CITY,CA,92234,U.S. BANK NATIONAL ASSOCIATION,OH,531110,13705,1997,300,9,1.0,0,0,1,0,0,N,,13757.0,257000,0,P I F,0,257000,192750,0,1,0.75,0,9000,22757.0,0
0,1409105008,"Pro Listing Realty Group, Inc.",LOS ANGELES,CA,90004,BANK OF AMERICA NATL ASSOC,NC,531210,16658,2005,84,1,2.0,1,1,0,1,Y,N,,16832.0,65000,0,P I F,0,50000,25000,1,0,0.5,0,2520,19352.0,0
0,1416315010,"AME Property Management, Inc.",PLAYA DEL REY,CA,90293,BANK OF AMERICA NATL ASSOC,NC,531311,16664,2005,59,5,2.0,0,5,0,1,Y,N,17507.0,16709.0,24046,0,CHGOFF,20000,20000,10000,1,0,0.5,0,1770,18479.0,1
0,1419365009,The Korby Marks Intellectual P,INGLEWOOD,CA,90303,BANK OF AMERICA NATL ASSOC,NC,531311,16666,2005,63,2,2.0,0,2,0,1,Y,N,17416.0,16740.0,5000,0,CHGOFF,4299,5000,2500,1,0,0.5,0,1890,18630.0,1
0,1430295002,Universal Properties & Financi,CANOGA PARK,CA,91303,BANK OF AMERICA NATL ASSOC,NC,531390,16673,2005,44,13,1.0,0,13,0,1,N,N,17961.0,16709.0,45000,0,CHGOFF,44239,45000,22500,0,0,0.5,1,1320,18029.0,1
0,1454865001,"Johal & Mohiuddin Investments,",SAN FRANCISCO,CA,94104,U.S. BANK NATIONAL ASSOCIATION,OH,531311,16693,2005,84,3,2.0,0,3,0,1,Y,N,,16709.0,70112,0,P I F,0,20000,10000,1,0,0.5,0,2520,19229.0,0
0,1460875000,"Atlas Marketing Group, Inc.",SACRAMENTO,CA,95821,U.S. BANK NATIONAL ASSOCIATION,OH,531311,16698,2005,61,1,1.0,1,2,0,1,Y,N,17933.0,17197.0,53450,0,CHGOFF,19077,25000,12500,0,0,0.5,0,1830,19027.0,1
0,1465705005,"Genshare Acquisition, Inc.",Citrus Heights,CA,95621,"PNC BANK, NATIONAL ASSOCIATION",DE,531390,16700,2005,22,1,2.0,9,10,0,2,Y,N,18052.0,16709.0,74432,0,CHGOFF,39184,40000,20000,1,0,0.5,0,660,17369.0,1
0,1476505010,SHAUN D. IRONS DBA IRONS' APPR,BENICIA,CA,94510,CAPITAL ONE NATL ASSOC,VA,531320,16707,2005,49,2,1.0,2,2,0,1,N,N,18533.0,16740.0,50000,0,CHGOFF,38036,50000,25000,0,0,0.5,0,1470,18210.0,1
0,1483255005,Sepan Hall,LOS ANGELES,CA,90039,BANK OF AMERICA NATL ASSOC,NC,531120,16712,2006,7,1,1.0,0,1,0,1,N,N,19136.0,16770.0,45000,0,CHGOFF,43770,45000,22500,0,0,0.5,0,210,16980.0,1
0,1499135009,"MARIA FISCHER, INC.",CARLSBAD,CA,92009,U.S. BANK NATIONAL ASSOCIATION,OH,531390,16723,2006,84,1,1.0,0,1,0,1,Y,N,,16740.0,50000,0,P I F,0,50000,25000,0,0,0.5,0,2520,19260.0,0
0,1499685010,"John Altamura and Associates,",MANHATTAN BEACH,CA,90266,BANK OF AMERICA NATL ASSOC,NC,531210,16723,2006,84,1,1.0,0,1,0,1,Y,N,,16770.0,329825,0,P I F,0,100000,50000,0,0,0.5,0,2520,19290.0,0
0,1499785005,SHELLEY H. RABY DBA SHELLEY RA,ONTARIO,CA,91762,CAPITAL ONE NATL ASSOC,VA,531210,16726,2006,84,1,1.0,3,1,0,1,N,N,,16770.0,50000,0,P I F,0,50000,25000,0,0,0.5,0,2520,19290.0,0
0,1504496003,REGAL REAL ESTATE INVESTMENT C,WALNUT,CA,91789,JPMORGAN CHASE BANK NATL ASSOC,NV,531210,16887,2006,84,5,1.0,0,5,1,2,Y,N,,16921.0,98863,0,P I F,0,50000,25000,0,0,0.5,0,2520,19441.0,0
0,1512516007,HELPING HANDS MEDICAL SUPPLIES,THOUSAND OAKS,CA,91362,JPMORGAN CHASE BANK NATL ASSOC,IL,532291,16888,2006,84,5,1.0,2,5,1,2,Y,N,,16921.0,83768,0,P I F,0,30000,15000,0,0,0.5,0,2520,19441.0,0
0,1516595010,"Trinity Financial Group, Inc.",ESCONDIDO,CA,92026,BANK OF AMERICA NATL ASSOC,NC,531210,16735,2006,56,3,1.0,2,3,0,1,Y,N,17674.0,16770.0,74300,0,CHGOFF,70525,74300,37150,0,0,0.5,0,1680,18450.0,1
0,1517494010,RENT-A-WRECK,BELLFLOWER,CA,90706,WILSHIRE BANK,CA,532111,13755,1997,120,1,2.0,0,0,1,0,0,N,,13818.0,50000,0,P I F,0,50000,40000,1,0,0.8,0,3600,17418.0,0
0,1519505000,Coldwell Banker The Oakdale Re,OAKDALE,CA,95361,BANK OF AMERICA NATL ASSOC,NC,531210,16737,2006,43,9,1.0,0,9,0,1,N,N,18129.0,16860.0,35000,0,CHGOFF,19119,20000,10000,0,0,0.5,0,1290,18150.0,1
0,1523425003,"LNTC PROPERTIES, LLC.",SUNNYVALE,CA,94089,U.S. BANK NATIONAL ASSOCIATION,OH,531390,16741,2006,84,1,2.0,1,2,0,1,Y,N,,16770.0,12973,0,P I F,0,10000,5000,1,0,0.5,0,2520,19290.0,0
0,1532105003,"C'MAJ & ASSOCIATES, INC.",RIVERSIDE,CA,92504,CAPITAL ONE NATL ASSOC,VA,531390,16748,2006,58,5,1.0,0,5,0,1,Y,N,18409.0,16801.0,37695,0,CHGOFF,34164,35000,17500,0,0,0.5,0,1740,18541.0,1
0,1535505000,SEAN E. VIRTUE DBA SEAN VIRTUE,PALO ALTO,CA,94301,CAPITAL ONE NATL ASSOC,VA,531210,16749,2006,40,2,1.0,2,2,0,1,N,N,18415.0,16801.0,100000,0,CHGOFF,61731,100000,50000,0,0,0.5,1,1200,18001.0,1
0,1544125006,"JCC Investments, LLC",LAGUNA HILLS,CA,92653,BANK OF AMERICA NATL ASSOC,NC,531390,16757,2006,60,7,1.0,1,7,0,1,Y,N,,16891.0,40000,0,P I F,0,40000,20000,0,0,0.5,0,1800,18691.0,0
0,1549165006,Gino Green,ROCKLIN,CA,95677,U.S. BANK NATIONAL ASSOCIATION,OH,531390,16761,2006,57,13,2.0,0,13,0,1,Y,N,17672.0,16832.0,58292,0,CHGOFF,39369,40000,20000,1,0,0.5,0,1710,18542.0,1
0,1551555004,"Highlander Real Estate Group,",SACRAMENTO,CA,95825,BANK OF AMERICA NATL ASSOC,NC,531210,16762,2006,51,10,1.0,1,10,0,1,Y,N,17841.0,16801.0,74500,0,CHGOFF,50000,50000,25000,0,0,0.5,0,1530,18331.0,1
0,1553755009,kamco properties,LOS ANGELES,CA,90025,U.S. BANK NATIONAL ASSOCIATION,OH,531190,16765,2006,84,5,1.0,1,6,0,1,Y,N,,16801.0,45736,0,P I F,0,25000,12500,0,0,0.5,0,2520,19321.0,0
0,1566546000,UNITED HOME LOANS,NEWPORT BEACH,CA,92663,WELLS FARGO BANK NATL ASSOC,SD,531210,16891,2006,48,1,1.0,1,2,1,1,Y,N,17667.0,17317.0,60000,0,CHGOFF,29997,30000,15000,0,0,0.5,0,1440,18757.0,1
0,1585095006,Norair Youssefian,Glendale,CA,91205,WELLS FARGO BANK NATL ASSOC,CA,531210,16789,2006,300,4,1.0,4,8,0,1,N,N,,16832.0,952000,0,P I F,0,952000,714000,0,1,0.75,0,9000,25832.0,0
0,1592465008,"Caruthers Valuation Group, Inc",SAN BERNARDINO,CA,92408,BANK OF AMERICA NATL ASSOC,NC,531390,16792,2006,46,5,1.0,0,5,0,1,Y,N,18001.0,16832.0,133922,0,CHGOFF,49000,50000,25000,0,0,0.5,0,1380,18212.0,1
0,1593525004,Martin Macias dba Richie's Par,WHITTIER,CA,90606,BANK OF AMERICA NATL ASSOC,NC,532299,16793,2006,62,2,1.0,1,2,0,1,T,N,17562.0,16832.0,10500,0,CHGOFF,10500,10500,5250,0,0,0.5,0,1860,18692.0,1
0,1594094001,MONTEREY HOME VIDEO & THE MONT,THOUSAND OAKS,CA,91360,MERRILL LYNCH BANK USA,UT,533110,13787,1997,300,10,1.0,0,0,1,0,0,N,,13969.0,500000,0,P I F,0,500000,375000,0,1,0.75,0,9000,22969.0,0
0,1594795006,Help-U-Sell Hollywood Homes,LOS ANGELES,CA,90046,BANK OF AMERICA NATL ASSOC,NC,531210,16797,2006,84,3,2.0,0,3,0,1,Y,N,,16801.0,89500,0,P I F,0,50000,25000,1,0,0.5,0,2520,19321.0,0
0,1596715008,Sameer Hussain dba Sameer Huss,SANTA ANA,CA,92701,BANK OF AMERICA NATL ASSOC,NC,531210,16798,2006,43,2,1.0,1,2,0,1,N,N,18088.0,16832.0,79000,0,CHGOFF,49500,50000,25000,0,0,0.5,0,1290,18122.0,1
0,1597085000,RMC Financial,HAYWARD,CA,94541,BANK OF AMERICA NATL ASSOC,NC,531210,16798,2006,84,1,2.0,0,1,0,1,Y,N,,16891.0,65000,0,P I F,0,65000,32500,1,0,0.5,0,2520,19411.0,0
0,1597665008,Advanced Performance Real Esta,STOCKTON,CA,95212,BANK OF AMERICA NATL ASSOC,NC,531210,16799,2006,49,1,2.0,0,1,0,1,N,N,18091.0,16982.0,7000,0,CHGOFF,6030,7000,3500,1,0,0.5,0,1470,18452.0,1
0,1608495001,CREAM CORPORATION,SAN DIEGO,CA,92109,U.S. BANK NATIONAL ASSOCIATION,OH,531210,16810,2006,52,1,2.0,0,1,0,1,Y,N,17868.0,16832.0,25029,0,CHGOFF,9867,10000,5000,1,0,0.5,0,1560,18392.0,1
0,1608905004,JORGE A. NAJERA DBA VIDEO ZONE,SAN FRANCISCO,CA,94108,CAPITAL ONE NATL ASSOC,VA,532230,16811,2006,84,4,1.0,1,4,0,1,N,N,,16860.0,15000,0,P I F,0,15000,7500,0,0,0.5,0,2520,19380.0,0
0,1615735010,Ronald L. Roberts dba Realty E,Sacramento,CA,95831,CALIFORNIA BANK & TRUST,CA,531210,16814,2006,46,7,1.0,0,7,0,1,Y,N,18004.0,16832.0,85000,0,CHGOFF,40977,50000,25000,0,0,0.5,0,1380,18212.0,1
0,1617135000,MAROL DEAN CONNELLY DBA PROPER,MANTECA,CA,95337,CAPITAL ONE NATL ASSOC,VA,531210,16818,2006,59,1,1.0,2,1,0,1,N,N,18371.0,16860.0,50000,0,CHGOFF,44467,50000,25000,0,0,0.5,0,1770,18630.0,1
0,1625605010,"R E C S, Inc.",HUNTINGTON BEACH,CA,92648,BANK OF AMERICA NATL ASSOC,NC,531210,16824,2006,53,3,1.0,0,3,0,1,Y,N,17804.0,16832.0,31850,0,CHGOFF,24400,25000,12500,0,0,0.5,0,1590,18422.0,1
0,1631875006,SAYED FU MAHMUD DBA VISION WOR,LOS ANGELES,CA,90020,CAPITAL ONE NATL ASSOC,VA,532230,16827,2006,84,2,1.0,2,2,0,1,N,N,,16860.0,50000,0,P I F,0,50000,25000,0,0,0.5,0,2520,19380.0,0
