Selected,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,xx,Default
1,1040115010,Richard S. Fletcher dba Richar,LIVERMORE,CA,94550,BANK OF AMERICA NATL ASSOC,NC,531210,16296,2004,84,1,1.0,0,0,1,1,Y,N,,16314.0,20000,0,P I F,0,20000,10000,0,0,0.5,0,2520,18834.0,0
1,1045135004,DORIS JEANNE HARDER DBA HARDER,WOODLAND,CA,95695,BANK OF AMERICA NATL ASSOC,NC,531210,16306,2004,38,2,2.0,0,0,1,1,T,N,17799.0,16314.0,10097,0,CHGOFF,9709,10000,5000,1,0,0.5,0,1140,17454.0,1
1,1046615008,"Java Enterprises, Inc dba Amer",TARZANA,CA,91356,BANK OF AMERICA NATL ASSOC,NC,532299,16307,2004,84,22,1.0,0,0,1,1,Y,N,,16344.0,10000,0,P I F,0,10000,5000,0,0,0.5,0,2520,18864.0,0
1,1048786002,Todd Key & Alan Smiley,RIVERSIDE,CA,92507,CDC SMALL BUS. FINAN CORP,CA,531210,16848,2006,240,13,1.0,8,0,1,1,0,N,,16994.0,79000,0,P I F,0,79000,79000,0,1,1.0,0,7200,24194.0,0
1,1054835004,Carmen Hernandez and Pedro Her,PICO RIVERA,CA,90662,BANK OF AMERICA NATL ASSOC,NC,532299,16321,2004,62,2,1.0,0,0,1,1,T,N,17062.0,16344.0,4999,0,CHGOFF,4999,10000,5000,0,0,0.5,0,1860,18204.0,1
1,1056816009,RENAISSANCE,STUDIO CITY,CA,91604,JPMORGAN CHASE BANK NATL ASSOC,NV,531210,16849,2006,84,3,2.0,0,3,1,2,Y,N,,16860.0,59450,0,P I F,0,30000,15000,1,0,0.5,0,2520,19380.0,0
1,1063815000,California Percussion LLC,SOUTH SAN FRANCISCO,CA,94080,BANK OF AMERICA NATL ASSOC,NC,532299,16334,2004,84,3,1.0,0,0,1,1,Y,N,,16344.0,25530,0,P I F,0,20000,10000,0,0,0.5,0,2520,18864.0,0
1,1086365010,Winokur & Gage Inc.,LOS GATOS,CA,95030,BANK OF AMERICA NATL ASSOC,NC,531210,16364,2005,32,5,1.0,0,0,1,1,T,N,18128.0,16526.0,64000,0,P I F,16728,50000,25000,0,0,0.5,0,960,17486.0,0
1,1088625009,Michael L. Judson dba Linex Co,SAN RAFAEL,CA,94901,BANK OF AMERICA NATL ASSOC,NC,531210,16369,2005,84,4,1.0,0,0,1,1,N,N,,16375.0,39000,0,P I F,0,10000,5000,0,0,0.5,0,2520,18895.0,0
1,1097615008,Eight Eight 88 Corp.,FOLSOM,CA,95630,BANK OF AMERICA NATL ASSOC,NC,531210,16379,2005,84,1,2.0,0,0,1,1,Y,N,,16436.0,10000,0,P I F,0,10000,5000,1,0,0.5,0,2520,18956.0,0
1,1100695001,VIDEO PALACE,CHOWCHILLA,CA,93610,CAPITAL ONE NATL ASSOC,VA,532230,16384,2005,84,2,1.0,0,0,1,2,N,N,,16405.0,10000,0,P I F,0,10000,5000,0,0,0.5,0,2520,18925.0,0
1,1106844003,XPRESS RENT-A-CAR OF HEMET,HEMET,CA,92545,U.S. BANK NATIONAL ASSOCIATION,CA,532111,13612,1997,300,30,1.0,0,0,1,0,0,N,,13695.0,150500,0,P I F,0,150500,112875,0,1,0.75,0,9000,22695.0,0
1,1115215000,"First Step Funding, Inc. dba F",Orange,CA,92868,CAPITAL ONE NATL ASSOC,VA,531210,16405,2005,33,12,1.0,0,0,1,1,N,N,18063.0,16436.0,50000,0,CHGOFF,38832,50000,25000,0,0,0.5,0,990,17426.0,1
1,1118365005,Premnarayan R. Soni dba Ba Ba,APPLE VALLEY,CA,92307,BANK OF AMERICA NATL ASSOC,NC,531311,16408,2005,84,3,1.0,0,0,1,1,Y,N,,16436.0,50000,0,P I F,0,50000,25000,0,0,0.5,0,2520,18956.0,0
1,1122665004,Richard Aguilar dba Big Bounce,TULARE,CA,93274,BANK OF AMERICA NATL ASSOC,NC,532299,16413,2005,4,2,1.0,0,0,1,1,N,N,18388.0,16436.0,12000,0,CHGOFF,1547,12000,6000,0,0,0.5,0,120,16556.0,1
1,1130575001,Go On Enterprises Inc,APPLE VALLEY,CA,92307,BANK OF AMERICA NATL ASSOC,NC,531390,16420,2005,50,1,1.0,0,0,1,1,Y,N,17491.0,16436.0,50591,0,CHGOFF,49447,50000,25000,0,0,0.5,1,1500,17936.0,1
1,1137605000,"Rent 4 Less, Inc.",Fullerton,CA,92831,CALIFORNIA BANK & TRUST,CA,532112,16427,2005,42,7,1.0,0,0,1,1,N,N,18403.0,16436.0,100000,0,CHGOFF,61348,100000,50000,0,0,0.5,1,1260,17696.0,1
1,1153685002,"The Sonne Group Inc., dba Self",HUNTINGTON BEACH,CA,92648,BANK OF AMERICA NATL ASSOC,NC,531320,16446,2005,84,4,1.0,0,4,1,1,Y,N,,16495.0,113000,0,P I F,0,50000,25000,0,0,0.5,0,2520,19015.0,0
1,1156185000,"MTS UNLIMITED, INC.",VISTA,CA,92083,CAPITAL ONE NATL ASSOC,VA,532299,16448,2005,84,18,1.0,2,18,1,1,N,N,,16467.0,50000,0,P I F,0,50000,25000,0,0,0.5,0,2520,18987.0,0
1,1159915000,Westec Mortgage Inc.,RANCHO CUCAMONGA,CA,91730,BANK OF AMERICA NATL ASSOC,NC,531390,16450,2005,49,3,1.0,2,3,1,1,T,N,17687.0,16587.0,69500,0,CHGOFF,50000,50000,25000,0,0,0.5,1,1470,18057.0,1
1,1161485001,CHENG & ASSOCIATES LLC,SAN FRANCISCO,CA,94117,CAPITAL ONE NATL ASSOC,VA,531210,16454,2005,60,2,1.0,0,2,1,1,N,N,17261.0,16495.0,50000,0,CHGOFF,41691,50000,25000,0,0,0.5,0,1800,18295.0,1
1,1162204004,FOX'S VIDEO,CLOVIS,CA,93611,CALIFORNIA BANK & TRUST,CA,532230,13627,1997,32,6,1.0,0,0,1,0,0,N,15313.0,13695.0,90000,0,CHGOFF,8469,90000,72000,0,0,0.8,0,960,14655.0,1
1,1162775007,Technogeeks LLC,BURBANK,CA,91505,BANK OF AMERICA NATL ASSOC,NC,531210,16457,2005,84,2,1.0,0,2,1,1,Y,N,,17562.0,10000,0,P I F,0,10000,5000,0,0,0.5,0,2520,20082.0,0
1,1169845007,Luna Terra LLC,COTATI,CA,94931,BANK OF AMERICA NATL ASSOC,NC,531210,16461,2005,19,1,2.0,0,1,1,1,Y,N,18493.0,16495.0,23282,0,CHGOFF,5897,10000,5000,1,0,0.5,0,570,17065.0,1
1,1177395003,"Anderson Jackson Group, Inc.",RANCHO SANTA MARGARITA,CA,92688,BANK OF AMERICA NATL ASSOC,NC,531210,16469,2005,25,2,1.0,2,2,1,2,N,N,18302.0,16495.0,83500,0,CHGOFF,36562,50000,25000,0,0,0.5,0,750,17245.0,1
1,1183175003,WILLIAM B BARILLARO DBA COACH,BURBANK,CA,91502,CAPITAL ONE NATL ASSOC,VA,532120,16471,2005,28,1,1.0,0,1,1,1,Y,N,18341.0,16587.0,58945,0,CHGOFF,15000,15000,7500,0,0,0.5,0,840,17427.0,1
1,1187995010,YOSEMITE / BASS LAKE ACTIVITIE,BASS LAKE,CA,93604,CAPITAL ONE NATL ASSOC,VA,532292,16476,2005,84,30,1.0,1,30,1,2,N,N,,16526.0,50000,0,P I F,0,50000,25000,0,0,0.5,0,2520,19046.0,0
1,1188446007,FINE FOOD CORP,GLENDALE,CA,91221,WELLS FARGO BANK NATL ASSOC,SD,532120,16860,2006,39,3,1.0,1,4,1,1,Y,N,18334.0,16921.0,116007,0,CHGOFF,40000,40000,20000,0,0,0.5,0,1170,18091.0,1
1,1188815004,"Just Ergonomics, Inc.",SAN CARLOS,CA,94070,BANK OF AMERICA NATL ASSOC,NC,532291,16476,2005,84,6,1.0,0,6,1,1,Y,N,,16495.0,64000,0,P I F,0,50000,25000,0,0,0.5,0,2520,19015.0,0
1,1206515002,Personalized Property Manageme,BEVERLY HILLS,CA,90210,BANK OF AMERICA NATL ASSOC,NC,531312,16491,2005,84,2,1.0,1,2,1,1,Y,N,,16526.0,19700,0,P I F,0,10000,5000,0,0,0.5,0,2520,19046.0,0
1,1207665003,"P T J Enterprise, Incorporated",INGLEWOOD,CA,90305,BANK OF AMERICA NATL ASSOC,NC,531311,16491,2005,68,4,1.0,0,4,1,1,T,N,17037.0,16526.0,45018,0,CHGOFF,45000,45000,22500,0,0,0.5,0,2040,18566.0,1
1,1207715005,Lee & Jackson Financial Servic,CAMARILLO,CA,93010,BANK OF AMERICA NATL ASSOC,NC,531210,16491,2005,84,5,1.0,0,5,1,1,Y,N,,16526.0,67597,0,P I F,0,50000,25000,0,0,0.5,0,2520,19046.0,0
1,1207735000,Steven Trombly Excavation Equi,CASTRO VALLEY,CA,94546,BANK OF AMERICA NATL ASSOC,NC,532412,16491,2005,18,1,1.0,0,1,1,1,Y,N,18639.0,16617.0,13107,0,CHGOFF,3955,10000,5000,0,0,0.5,0,540,17157.0,1
1,1216465004,WEST COAST APPRAISAL SERVICE,AGOURA HILLS,CA,91301,BANK OF AMERICA NATL ASSOC,NC,531320,16498,2005,47,7,1.0,0,7,1,1,N,N,17744.0,16556.0,100000,0,CHGOFF,73426,100000,50000,0,0,0.5,1,1410,17966.0,1
1,1218694000,"MSK MANAGEMENT, INC.",OCEANSIDE,CA,92056,CDC SMALL BUS. FINAN CORP,CA,531110,13643,1997,240,7,1.0,13,7,1,0,N,N,,13802.0,357000,0,P I F,0,357000,357000,0,1,1.0,0,7200,21002.0,0
1,1223795007,THORNTON ENTERPRISES,CHATSWORTH,CA,91311,BANK OF AMERICA NATL ASSOC,NC,531210,16504,2005,84,1,1.0,0,1,1,1,Y,N,,16740.0,14900,0,P I F,0,10000,5000,0,0,0.5,0,2520,19260.0,0
1,1236295009,"Majkl, Inc.",San Diego,CA,92130,CAPITAL ONE NATL ASSOC,VA,531210,16513,2005,33,2,1.0,1,2,1,1,N,N,18302.0,16556.0,100000,0,CHGOFF,64362,100000,50000,0,0,0.5,1,990,17546.0,1
1,1239985010,HANMI WORLD CORP.,LOS ANGELES,CA,90036,CAPITAL ONE NATL ASSOC,VA,532230,16517,2005,57,9,1.0,1,9,1,1,N,N,17407.0,16556.0,50000,0,CHGOFF,44065,50000,25000,0,0,0.5,0,1710,18266.0,1
1,1241335002,CENTURY 21 GREENE REALTY,NORTH HOLLYWOOD,CA,91607,BANK OF AMERICA NATL ASSOC,NC,531210,16517,2005,36,30,1.0,0,30,1,1,N,N,,16526.0,10000,0,P I F,0,10000,5000,0,0,0.5,1,1080,17606.0,0
1,1275284002,WEB TRADERS,ALBANY,CA,94706,BANK OF AMERICA CALIFORNIA N.A,CA,532420,13657,1997,84,1,1.0,0,0,1,1,N,N,,13787.0,48449,0,P I F,0,50000,40000,0,0,0.8,0,2520,16307.0,0
1,1284435008,HERRING GROUP INC.,WALNUT,CA,91789,CAPITAL ONE NATL ASSOC,VA,531390,16553,2005,43,3,1.0,2,3,1,1,Y,N,18527.0,16587.0,46003,0,CHGOFF,34794,35000,17500,0,0,0.5,1,1290,17877.0,1
1,1299775008,"Envisage Realty, Inc.",SALINAS,CA,93906,BANK OF AMERICA NATL ASSOC,NC,531311,16567,2005,33,1,2.0,0,1,1,1,N,N,18164.0,16587.0,12970,0,P I F,8417,10000,5000,1,0,0.5,1,990,17577.0,0
1,1313825007,GOLYER'S FINANCIAL GROUP,IRVINE,CA,92612,CAPITAL ONE NATL ASSOC,VA,531210,16580,2005,43,2,1.0,0,2,1,1,N,N,17907.0,16617.0,25000,0,CHGOFF,20357,25000,12500,0,0,0.5,1,1290,17907.0,1
1,1317475006,Ruberics,GLENDALE,CA,91201,BANK OF AMERICA NATL ASSOC,NC,531311,16582,2005,84,4,1.0,0,4,1,1,Y,N,,16617.0,79500,0,P I F,0,50000,25000,0,0,0.5,0,2520,19137.0,0
1,1319365001,CHANG W SON DBA GREENLAND REAL,LOS ANGELES,CA,90010,CAPITAL ONE NATL ASSOC,VA,531210,16587,2005,32,1,1.0,0,1,1,1,N,N,18319.0,16617.0,25000,0,CHGOFF,14587,25000,12500,0,0,0.5,1,960,17577.0,1
1,1321525000,"Thomas M. Hildebrandt, III dba",Arcata,CA,95521,CAPITAL ONE NATL ASSOC,VA,532230,16589,2005,23,6,1.0,0,6,1,1,N,N,18480.0,16617.0,75000,0,CHGOFF,36179,75000,37500,0,0,0.5,0,690,17307.0,1
1,1327735005,Devigne,COSTA MESA,CA,92627,BANK OF AMERICA NATL ASSOC,NC,532299,16594,2005,84,6,1.0,0,6,1,1,Y,N,,16617.0,30000,0,P I F,0,30000,15000,0,0,0.5,0,2520,19137.0,0
1,1331095006,SIRCLE SOCCER SPORTS L.L.C.,SYLMAR,CA,91342,CAPITAL ONE NATL ASSOC,VA,532292,16596,2005,58,1,1.0,0,1,1,1,N,N,18469.0,16648.0,35000,0,CHGOFF,32141,35000,17500,0,0,0.5,0,1740,18388.0,1
1,1335966000,PROPERTY PERCEPTIONS,MANTECA,CA,95337,WELLS FARGO BANK NATL ASSOC,SD,531210,16873,2006,41,1,1.0,1,1,1,1,Y,N,17514.0,16921.0,51751,0,CHGOFF,29638,30000,15000,0,0,0.5,0,1230,18151.0,1
1,1337275002,"M&B Realty Investments, LLC",BEVERLY HILLS,CA,90211,BANK OF AMERICA NATL ASSOC,NC,531210,16601,2005,84,3,2.0,0,3,1,1,N,N,,16617.0,50000,0,P I F,0,50000,25000,1,0,0.5,0,2520,19137.0,0
1,1338134001,RAZ MA TAZ VIDEO,CLOVIS,CA,93611,CALIFORNIA BANK & TRUST,CA,532230,13676,1997,300,6,1.0,0,0,1,0,0,N,,14425.0,302000,0,P I F,0,302000,226500,0,1,0.75,0,9000,23425.0,0
1,1339455001,"WESTERN AMERICA PROPERTIES, IN",MANHATTAN BEACH,CA,90266,CAPITAL ONE NATL ASSOC,VA,531311,16602,2005,84,80,1.0,0,80,1,1,N,N,,16648.0,50000,0,P I F,0,50000,25000,0,0,0.5,0,2520,19168.0,0
1,1340535009,"Mathis & Associates, Inc.",ROSEVILLE,CA,95678,BANK OF AMERICA NATL ASSOC,NC,531210,16603,2005,55,3,1.0,0,3,1,1,T,N,17577.0,16679.0,109000,0,CHGOFF,44496,50000,25000,0,0,0.5,0,1650,18329.0,1
1,1350935004,Star Wheels,CHINO HILLS,CA,91709,BANK OF AMERICA NATL ASSOC,NC,531190,16610,2005,41,2,1.0,0,2,1,1,N,N,17987.0,16648.0,81475,0,CHGOFF,51609,52500,26250,0,0,0.5,1,1230,17878.0,1
1,1366035010,VMD ROYAL REAL ESTATE CO.,MORENO VALLEY,CA,92553,BANK OF AMERICA NATL ASSOC,NC,531210,16624,2005,36,5,1.0,0,5,0,1,N,N,,16648.0,20000,0,P I F,0,20000,10000,0,0,0.5,1,1080,17728.0,0
1,1394315008,ACME SAFETY & SUPPLY CORPORATI,San Diego,CA,92110,CALIFORNIA BANK & TRUST,CA,532490,16646,2005,84,21,1.0,50,50,0,1,N,N,,16679.0,140000,0,P I F,0,140000,70000,0,0,0.5,0,2520,19199.0,0
1,1394325000,ACME SAFETY & SUPPLY CORPORATI,San Diego,CA,92110,CALIFORNIA BANK & TRUST,CA,532490,16646,2005,84,21,1.0,50,50,0,1,Y,N,,17286.0,22964,0,P I F,0,10000,5000,0,0,0.5,0,2520,19806.0,0
1,1406965002,A&M Video,HEMET,CA,92544,TELESIS COMMUNITY CU,CA,532230,16657,2005,78,2,1.0,2,2,0,1,N,N,18148.0,16832.0,100000,0,CHGOFF,48904,100000,85000,0,0,0.85,0,2340,19172.0,1
1,1424025006,DAVID R. CLARK DBA WESTWOOD IN,CORONA,CA,92883,CAPITAL ONE NATL ASSOC,VA,531210,16671,2005,51,5,1.0,1,5,0,1,N,N,17757.0,16709.0,50000,0,CHGOFF,40042,50000,25000,0,0,0.5,0,1530,18239.0,1
1,1426646004,MUNOZ DEVELOPMENT LLC,PASADENA,CA,91106,JPMORGAN CHASE BANK NATL ASSOC,IL,531210,16881,2006,54,3,1.0,2,3,1,2,Y,N,17861.0,16921.0,43509,0,CHGOFF,28987,30000,15000,0,0,0.5,0,1620,18541.0,1
1,1426866000,CHEM MARK OF LONG BEACH INC,RIVERSIDE,CA,92501,CDC SMALL BUS. FINAN CORP,CA,532490,16881,2006,240,20,1.0,3,0,1,1,0,N,,17029.0,105000,0,P I F,0,105000,105000,0,1,1.0,0,7200,24229.0,0
1,1441105008,Kirschners Box Supply,SAN BERNARDINO,CA,92404,BANK OF AMERICA NATL ASSOC,NC,532120,16681,2005,84,1,1.0,0,1,0,1,Y,N,,16709.0,61483,0,P I F,0,45000,22500,0,0,0.5,0,2520,19229.0,0
1,1454584004,VIDEO EXPRESS/BLUEPRINT EXPRES,GROVER BEACH,CA,93433,MUFG UNION BANK NATL ASSOC,CA,532230,13727,1997,120,7,1.0,0,0,1,0,0,N,,13787.0,140000,0,P I F,0,140000,105000,0,0,0.75,0,3600,17387.0,0
1,1469696008,HANSON & FITCH INC,SALINAS,CA,93905,WELLS FARGO BANK NATL ASSOC,CA,532490,16884,2006,120,6,1.0,0,6,1,1,0,N,,16952.0,825000,0,P I F,0,825000,618750,0,0,0.75,0,3600,20552.0,0
1,1472284001,AJAX RENT A CAR,LOS ANGELES,CA,90004,WILSHIRE BANK,CA,532111,13737,1997,300,7,1.0,0,0,1,0,0,N,,13910.0,720000,0,P I F,0,720000,540000,0,1,0.75,0,9000,22910.0,0
1,1477895002,Monica & Jim DePriest dba: Vid,REEDLEY,CA,93654,BANK OF THE SIERRA,CA,532230,16707,2005,60,2,1.0,2,2,0,1,N,N,,16801.0,10800,0,P I F,0,10800,9180,0,0,0.85,0,1800,18601.0,0
1,1488884009,ADVANCED MANAGEMENT COMPANY,LAKE FOREST,CA,92630,MERRILL LYNCH BANK USA,UT,531110,13744,1997,300,130,1.0,0,0,1,0,0,N,,13787.0,369000,0,P I F,0,369000,276750,0,1,0.75,0,9000,22787.0,0
1,1496985000,Deborah Monteleone,AUBURN,CA,95603,U.S. BANK NATIONAL ASSOCIATION,OH,531390,16722,2006,39,1,2.0,0,1,0,1,Y,N,18299.0,16740.0,62267,0,CHGOFF,23950,24000,12000,1,0,0.5,1,1170,17910.0,1
1,1512635001,WAYNE R. GOLDMAN DBA US HOMES,NEWPORT BEACH,CA,92660,CAPITAL ONE NATL ASSOC,VA,531311,16734,2006,44,1,1.0,6,1,0,1,N,N,17998.0,16770.0,100000,0,CHGOFF,70294,100000,50000,0,0,0.5,0,1320,18090.0,1
1,1515624008,AJAX RENT A CAR,LOS ANGELES,CA,90004,WILSHIRE BANK,CA,532111,13754,1997,120,7,1.0,0,0,1,0,0,N,,13757.0,100000,0,P I F,0,100000,75000,0,0,0.75,0,3600,17357.0,0
1,1517425007,"Calfiornia Airways, Inc",Hayward,CA,94541,CALIFORNIA BANK & TRUST,CA,532411,16736,2006,84,2,1.0,0,2,0,1,Y,N,,16770.0,60399,0,P I F,0,25000,12500,0,0,0.5,0,2520,19290.0,0
1,1528046002,PLANET VIDEO,NORTH HOLLYWOOD,CA,91606,WELLS FARGO BANK NATL ASSOC,SD,532230,16889,2006,38,3,1.0,0,3,1,1,Y,N,17651.0,16952.0,49959,0,CHGOFF,29219,30000,15000,0,0,0.5,0,1140,18092.0,1
1,1536045006,GPIMD Inc,LOS ANGELES,CA,90010,U.S. BANK NATIONAL ASSOCIATION,OH,531110,16749,2006,8,4,1.0,0,4,0,1,Y,N,19100.0,16770.0,209210,0,CHGOFF,14193,50000,25000,0,0,0.5,0,240,17010.0,1
1,1554505006,"L.A. CITY BROKERS, INC.",LOS ANGELES,CA,90063,CAPITAL ONE NATL ASSOC,VA,531210,16765,2006,20,12,1.0,3,12,0,1,Y,N,18764.0,16801.0,84492,0,CHGOFF,20886,35000,17500,0,0,0.5,0,600,17401.0,1
1,1556055006,"Eminent Properties, LLC",SAN JOSE,CA,95128,BANK OF AMERICA NATL ASSOC,NC,531390,16768,2006,55,2,2.0,0,2,0,1,T,N,17785.0,16860.0,12700,0,CHGOFF,12317,12700,6350,1,0,0.5,0,1650,18510.0,1
1,1559255002,CHARLES A. HARMON DBA ADVANCED,SAN JOSE,CA,95123,CAPITAL ONE NATL ASSOC,VA,531210,16770,2006,55,1,1.0,2,1,0,1,N,N,17729.0,16801.0,25000,0,CHGOFF,20635,25000,12500,0,0,0.5,0,1650,18451.0,1
1,1559845002,REM PARTNERS,SAN FRANCISCO,CA,94111,U.S. BANK NATIONAL ASSOCIATION,OH,531210,16770,2006,84,2,2.0,0,2,0,1,Y,N,,16832.0,252539,0,P I F,0,50000,25000,1,0,0.5,0,2520,19352.0,0
1,1564626007,PROFESSIONAL ASSOCIATES CONSTR,SANTA ANA,CA,92701,CDC SMALL BUS. FINAN CORP,CA,531390,16891,2006,240,13,1.0,3,0,1,1,0,N,,16966.0,669000,0,P I F,0,669000,669000,0,1,1.0,0,7200,24166.0,0
1,1575335002,Open Door Realty,SAN JOSE,CA,95128,BANK OF AMERICA NATL ASSOC,NC,531210,16782,2006,84,3,1.0,0,3,0,1,Y,N,,16801.0,49310,0,P I F,0,25800,12900,0,0,0.5,0,2520,19321.0,0
1,1584505007,HARDIN APPRAISAL INC.,SANTA PAULA,CA,93060,CAPITAL ONE NATL ASSOC,VA,531320,16789,2006,53,2,2.0,2,2,0,1,N,N,18385.0,16832.0,35000,0,CHGOFF,15098,35000,17500,1,0,0.5,0,1590,18422.0,1
1,1615195003,DAWN THOMAS INGLE DBA AMERICAN,"SACREMENTO,",CA,95814,CAPITAL ONE NATL ASSOC,VA,531210,16814,2006,47,1,1.0,0,1,0,1,Y,N,18246.0,16860.0,46723,0,CHGOFF,17840,25000,12500,0,0,0.5,0,1410,18270.0,1
1,1629356000,"GENERATOR SERVICES CO., INC.",RANCHO CUCAMONGA,CA,91730,CDC SMALL BUS. FINAN CORP,CA,532490,16897,2006,240,34,1.0,5,0,1,1,0,N,,17029.0,905000,0,P I F,0,905000,905000,0,1,1.0,0,7200,24229.0,0
1,1638634000,VIDEO PLAZA,RIVERSIDE,CA,92509,WILSHIRE BANK,CA,532230,13810,1998,120,2,1.0,0,0,1,0,0,N,,13848.0,50000,0,P I F,0,50000,40000,0,0,0.8,0,3600,17448.0,0
1,1653445007,All Equipment Leasing LLC,BEVERLY HILLS,CA,90210,BANK OF AMERICA NATL ASSOC,NC,532310,16840,2006,72,4,2.0,0,4,0,1,Y,N,17259.0,16860.0,35600,0,CHGOFF,19800,20000,10000,1,0,0.5,0,2160,19020.0,1
1,1672435010,Movie Land,Los Angeles,CA,90005,WILSHIRE BANK,CA,532230,16853,2006,21,1,1.0,0,1,0,1,N,N,18471.0,16891.0,50000,0,CHGOFF,31469,50000,25000,0,0,0.5,1,630,17521.0,1
1,1673255006,OLEG B. BUBNYAK,SACRAMENTO,CA,95842,U.S. BANK NATIONAL ASSOCIATION,OH,531210,16853,2006,50,2,1.0,1,3,0,1,Y,N,17969.0,16891.0,32952,0,CHGOFF,9477,10000,5000,0,0,0.5,0,1500,18391.0,1
1,1680735006,Good Land Inchrist Inc.,FULLERTON,CA,92832,BANK OF AMERICA NATL ASSOC,NC,531311,16856,2006,59,5,2.0,0,5,0,1,T,N,17675.0,16891.0,50000,0,CHGOFF,49995,50000,25000,1,0,0.5,0,1770,18661.0,1
1,1682495010,FIRST INTERNATIONAL FINANCE CO,ONTARIO,CA,91764,CAPITAL ONE NATL ASSOC,VA,531210,16859,2006,37,30,2.0,2,30,0,1,N,N,18351.0,16891.0,25000,0,CHGOFF,14733,25000,12500,1,0,0.5,1,1110,18001.0,1
1,1683875008,Bennett Telecom,OAKDALE,CA,95361,BANK OF AMERICA NATL ASSOC,NC,532490,16860,2006,84,1,1.0,3,1,0,1,Y,N,,16891.0,452942,0,P I F,0,100000,50000,0,0,0.5,0,2520,19411.0,0
1,1692995000,Romamer Consulting Corp.,LONG BEACH,CA,90806,BANK OF AMERICA NATL ASSOC,NC,531390,16863,2006,32,2,2.0,0,2,0,1,Y,N,18480.0,16891.0,37064,0,CHGOFF,1963,36000,18000,1,0,0.5,1,960,17851.0,1
1,1693895007,"PRIORITY NATIONAL LEASING, INC",CLOVIS,CA,93619,CAPITAL ONE NATL ASSOC,VA,532490,16866,2006,24,5,1.0,2,5,0,1,Y,N,18899.0,16921.0,92929,0,CHGOFF,42580,50000,25000,0,0,0.5,1,720,17641.0,1
