R2_1-m/m	R2_2-m/m	R2_3-m/m	e1	e2
0.00019707	-0.00032901	0.00025909	-0.00032987	0.00078603
0.00019847	-0.00032769	0.00026024	-0.00032855	0.00078726
0.00019848	-0.00032977	0.00026058	-0.00033063	0.00078969
0.00019778	-0.00033025	0.00025887	-0.00033109	0.00078773
0.00019758	-0.00033129	0.00025897	-0.00033213	0.00078868
0.00019742	-0.00032944	0.00025698	-0.00033024	0.00078463
0.00019660	-0.00033020	0.00026083	-0.00033112	0.00078855
0.00019770	-0.00033230	0.00025968	-0.00033316	0.00079054
0.00019777	-0.00033004	0.00025955	-0.00033090	0.00078821
0.00019542	-0.00033007	0.00025898	-0.00033097	0.00078538
0.00019829	-0.00032595	0.00025921	-0.00032679	0.00078429
0.00019744	-0.00033055	0.00025849	-0.00033139	0.00078732
0.00019748	-0.00032910	0.00025956	-0.00032996	0.00078701
0.00019798	-0.00032901	0.00025969	-0.00032987	0.00078754
0.00019563	-0.00032994	0.00025931	-0.00033085	0.00078580
0.00019696	-0.00033034	0.00025810	-0.00033118	0.00078624
0.00019658	-0.00032876	0.00025965	-0.00032965	0.00078588
0.00019946	-0.00032986	0.00025880	-0.00033064	0.00078891
0.00019721	-0.00032931	0.00026042	-0.00033020	0.00078783
0.00019662	-0.00033043	0.00026025	-0.00033134	0.00078821
0.00019770	-0.00032877	0.00026061	-0.00032965	0.00078797
0.00019575	-0.00032819	0.00025959	-0.00032911	0.00078445
0.00019683	-0.00033000	0.00025890	-0.00033087	0.00078660
0.00019674	-0.00032819	0.00025865	-0.00032905	0.00078444
0.00019734	-0.00032893	0.00025953	-0.00032980	0.00078667
0.00019756	-0.00033003	0.00025972	-0.00033089	0.00078818
0.00019499	-0.00033037	0.00025936	-0.00033129	0.00078565
0.00019558	-0.00033104	0.00025867	-0.00033193	0.00078618
0.00019812	-0.00032931	0.00025942	-0.00033015	0.00078770
0.00019679	-0.00033200	0.00025873	-0.00033286	0.00078838
0.00019825	-0.00033009	0.00025719	-0.00033087	0.00078631
0.00019708	-0.00033108	0.00026018	-0.00033197	0.00078923
0.00019818	-0.00033028	0.00026028	-0.00033114	0.00078960
0.00019696	-0.00033043	0.00025802	-0.00033126	0.00078624
0.00019663	-0.00032986	0.00026001	-0.00033076	0.00078739
0.00019829	-0.00032862	0.00026108	-0.00032950	0.00078888
0.00019658	-0.00032921	0.00025961	-0.00033010	0.00078629
0.00019650	-0.00033146	0.00026190	-0.00033241	0.00079081
0.00019575	-0.00032943	0.00025961	-0.00033034	0.00078571
0.00020041	-0.00033169	0.00026133	-0.00033252	0.00079426
0.00019831	-0.00032881	0.00025814	-0.00032962	0.00078607
0.00019687	-0.00033089	0.00025884	-0.00033175	0.00078745
0.00019738	-0.00033037	0.00026063	-0.00033126	0.00078927
0.00019796	-0.00032837	0.00025969	-0.00032923	0.00078688
0.00019710	-0.00033013	0.00025931	-0.00033099	0.00078740
0.00019871	-0.00032998	0.00026002	-0.00033082	0.00078954
0.00019772	-0.00032988	0.00026017	-0.00033075	0.00078864
0.00019771	-0.00032941	0.00025944	-0.00033026	0.00078741
0.00019898	-0.00032905	0.00025972	-0.00032988	0.00078857
0.00019732	-0.00032968	0.00025919	-0.00033054	0.00078704
0.00019848	-0.00033127	0.00025856	-0.00033207	0.00078912
0.00019663	-0.00032970	0.00026230	-0.00033066	0.00078959
0.00019857	-0.00032941	0.00025981	-0.00033025	0.00078863
0.00019555	-0.00032987	0.00025825	-0.00033076	0.00078456
0.00019671	-0.00033022	0.00025910	-0.00033109	0.00078690
0.00019737	-0.00033003	0.00025991	-0.00033091	0.00078819
0.00019679	-0.00032812	0.00025876	-0.00032898	0.00078454
0.00019751	-0.00033065	0.00026128	-0.00033155	0.00079034
0.00019878	-0.00032726	0.00025926	-0.00032808	0.00078612
0.00019895	-0.00033194	0.00025978	-0.00033276	0.00079149
0.00019671	-0.00032950	0.00025800	-0.00033034	0.00078506
0.00019765	-0.00032951	0.00025960	-0.00033037	0.00078762
0.00019697	-0.00032926	0.00026128	-0.00033019	0.00078844
0.00019464	-0.00032948	0.00025850	-0.00033039	0.00078353
0.00019652	-0.00032986	0.00025871	-0.00033073	0.00078596
0.00019805	-0.00033036	0.00026019	-0.00033122	0.00078946
0.00019677	-0.00032960	0.00025738	-0.00033043	0.00078458
0.00019518	-0.00033116	0.00025909	-0.00033207	0.00078634
0.00019665	-0.00033127	0.00025959	-0.00033215	0.00078839
0.00019752	-0.00033004	0.00025867	-0.00033087	0.00078706
0.00019822	-0.00032990	0.00025939	-0.00033073	0.00078834
0.00019826	-0.00033018	0.00026001	-0.00033103	0.00078930
0.00019793	-0.00033029	0.00025793	-0.00033110	0.00078696
0.00019760	-0.00032831	0.00026074	-0.00032921	0.00078754
0.00019787	-0.00033027	0.00025965	-0.00033113	0.00078865
0.00019967	-0.00033024	0.00026137	-0.00033109	0.00079213
0.00019769	-0.00033026	0.00025973	-0.00033112	0.00078854
0.00019848	-0.00033025	0.00026015	-0.00033110	0.00078972
0.00019753	-0.00033113	0.00026041	-0.00033201	0.00078994
0.00019799	-0.00032964	0.00025897	-0.00033047	0.00078743
0.00019726	-0.00032871	0.00025835	-0.00032955	0.00078517
0.00019583	-0.00032935	0.00025886	-0.00033024	0.00078492
0.00019767	-0.00032873	0.00025889	-0.00032957	0.00078614
0.00019640	-0.00032740	0.00025822	-0.00032826	0.00078289
0.00019717	-0.00033014	0.00025849	-0.00033098	0.00078664
0.00019942	-0.00032697	0.00025905	-0.00032777	0.00078624
0.00019686	-0.00033032	0.00025724	-0.00033114	0.00078524
0.00019780	-0.00032966	0.00026064	-0.00033055	0.00078899
0.00019816	-0.00032747	0.00025906	-0.00032830	0.00078552
0.00019696	-0.00032750	0.00025846	-0.00032835	0.00078376
0.00019727	-0.00033047	0.00025909	-0.00033133	0.00078768
0.00019610	-0.00033210	0.00025988	-0.00033301	0.00078898
0.00019822	-0.00032825	0.00025833	-0.00032906	0.00078561
0.00019681	-0.00033178	0.00025862	-0.00033264	0.00078807
0.00019671	-0.00033015	0.00025952	-0.00033103	0.00078726
0.00019945	-0.00033025	0.00026055	-0.00033109	0.00079109
0.00019705	-0.00032853	0.00026177	-0.00032947	0.00078829
0.00019649	-0.00032914	0.00026107	-0.00033008	0.00078764
0.00019807	-0.00032987	0.00025909	-0.00033071	0.00078787
0.00019745	-0.00033017	0.00025998	-0.00033105	0.00078847
0.00019914	-0.00032982	0.00026020	-0.00033065	0.00078999
0.00019891	-0.00032905	0.00025903	-0.00032986	0.00078780
0.00019677	-0.00033159	0.00025996	-0.00033248	0.00078920
0.00019671	-0.00033007	0.00025999	-0.00033097	0.00078766
0.00019740	-0.00032914	0.00025924	-0.00032999	0.00078663
0.00019717	-0.00032848	0.00025900	-0.00032934	0.00078551
0.00019805	-0.00032890	0.00026105	-0.00032978	0.00078888
0.00019740	-0.00033051	0.00025966	-0.00033138	0.00078843
0.00019678	-0.00032834	0.00026077	-0.00032926	0.00078680
0.00019710	-0.00032717	0.00025992	-0.00032805	0.00078508
0.00019559	-0.00032945	0.00025695	-0.00033030	0.00078284
0.00019662	-0.00032998	0.00025938	-0.00033086	0.00078687
0.00019795	-0.00032910	0.00026008	-0.00032996	0.00078799
0.00019808	-0.00032989	0.00025795	-0.00033069	0.00078673
0.00019797	-0.00033018	0.00026012	-0.00033105	0.00078914
0.00019754	-0.00033128	0.00025930	-0.00033213	0.00078897
0.00019707	-0.00032935	0.00025914	-0.00033021	0.00078641
0.00019855	-0.00032905	0.00025972	-0.00032989	0.00078816
0.00019734	-0.00032976	0.00025892	-0.00033061	0.00078687
0.00019782	-0.00033020	0.00025870	-0.00033103	0.00078755
0.00019672	-0.00032700	0.00025943	-0.00032788	0.00078403
0.00019702	-0.00032845	0.00025714	-0.00032926	0.00078342
0.00019556	-0.00032878	0.00026019	-0.00032972	0.00078546
0.00019711	-0.00033085	0.00026025	-0.00033174	0.00078911
0.00019564	-0.00033156	0.00025791	-0.00033243	0.00078598
0.00019494	-0.00033077	0.00025755	-0.00033165	0.00078414
0.00019682	-0.00032948	0.00025827	-0.00033033	0.00078542
0.00019598	-0.00033116	0.00025779	-0.00033202	0.00078578
0.00019420	-0.00032963	0.00025915	-0.00033058	0.00078393
0.00019629	-0.00033087	0.00026070	-0.00033180	0.00078879
0.00019774	-0.00033066	0.00025675	-0.00033144	0.00078593
0.00019585	-0.00033175	0.00025949	-0.00033266	0.00078800
0.00019737	-0.00033154	0.00025687	-0.00033233	0.00078658
0.00019650	-0.00033173	0.00025783	-0.00033257	0.00078690
0.00019468	-0.00033102	0.00025957	-0.00033196	0.00078621
0.00019665	-0.00032809	0.00025968	-0.00032898	0.00078531
0.00019459	-0.00032983	0.00025750	-0.00033072	0.00078280
0.00019620	-0.00033062	0.00025959	-0.00033152	0.00078730
0.00019737	-0.00033076	0.00025906	-0.00033161	0.00078805
0.00019666	-0.00033085	0.00026093	-0.00033177	0.00078936
0.00019533	-0.00033025	0.00026077	-0.00033120	0.00078730
0.00019691	-0.00032807	0.00025907	-0.00032894	0.00078492
0.00019706	-0.00033009	0.00025881	-0.00033095	0.00078682
0.00019698	-0.00033112	0.00025845	-0.00033196	0.00078739
0.00019661	-0.00032868	0.00025955	-0.00032956	0.00078572
0.00019647	-0.00033297	0.00025891	-0.00033384	0.00078922
0.00019705	-0.00033010	0.00025869	-0.00033095	0.00078669
0.00019703	-0.00033111	0.00025866	-0.00033196	0.00078765
0.00019505	-0.00033038	0.00025884	-0.00033129	0.00078518
0.00019590	-0.00033009	0.00025984	-0.00033100	0.00078674
0.00019791	-0.00033040	0.00025898	-0.00033123	0.00078812
0.00019724	-0.00032851	0.00025904	-0.00032936	0.00078565
0.00019586	-0.00033027	0.00025984	-0.00033118	0.00078688
0.00019587	-0.00033035	0.00025810	-0.00033121	0.00078518
0.00019712	-0.00032945	0.00025836	-0.00033029	0.00078577
0.00019807	-0.00033037	0.00026042	-0.00033124	0.00078974
0.00019582	-0.00033159	0.00025974	-0.00033250	0.00078806
0.00019600	-0.00032850	0.00025763	-0.00032935	0.00078298
0.00019614	-0.00032893	0.00025917	-0.00032982	0.00078514
0.00019655	-0.00033028	0.00025884	-0.00033115	0.00078654
0.00019753	-0.00033040	0.00025928	-0.00033126	0.00078807
0.00019785	-0.00032921	0.00025909	-0.00033005	0.00078699
0.00019564	-0.00032988	0.00025890	-0.00033078	0.00078533
0.00019702	-0.00032932	0.00025746	-0.00033014	0.00078462
0.00019832	-0.00032842	0.00025808	-0.00032922	0.00078562
0.00019640	-0.00033219	0.00025919	-0.00033307	0.00078867
0.00019692	-0.00032855	0.00025867	-0.00032940	0.00078499
0.00019689	-0.00032958	0.00025825	-0.00033043	0.00078557
0.00019623	-0.00033044	0.00026046	-0.00033136	0.00078806
0.00019534	-0.00032968	0.00025885	-0.00033058	0.00078477
0.00019688	-0.00033061	0.00025969	-0.00033149	0.00078806
0.00019665	-0.00033128	0.00025921	-0.00033215	0.00078802
0.00019724	-0.00032965	0.00025905	-0.00033050	0.00078680
0.00019640	-0.00032860	0.00025907	-0.00032948	0.00078495
0.00019731	-0.00032962	0.00025908	-0.00033047	0.00078686
0.00019688	-0.00032976	0.00025881	-0.00033062	0.00078631
0.00019770	-0.00032883	0.00025962	-0.00032969	0.00078702
0.00019539	-0.00033117	0.00025698	-0.00033202	0.00078440
0.00019701	-0.00033059	0.00025725	-0.00033140	0.00078566
0.00019688	-0.00033171	0.00025989	-0.00033259	0.00078936
0.00019771	-0.00032920	0.00025857	-0.00033003	0.00078631
0.00019557	-0.00033127	0.00026061	-0.00033221	0.00078839
0.00019677	-0.00032992	0.00025798	-0.00033076	0.00078550
0.00019719	-0.00033052	0.00025817	-0.00033135	0.00078670
0.00019573	-0.00033082	0.00025750	-0.00033167	0.00078491
0.00019739	-0.00032980	0.00025806	-0.00033062	0.00078608
0.00019799	-0.00033013	0.00025862	-0.00033095	0.00078756
0.00019591	-0.00033058	0.00025764	-0.00033144	0.00078498
0.00019850	-0.00033163	0.00026036	-0.00033249	0.00079135
0.00019549	-0.00033009	0.00026004	-0.00033103	0.00078656
0.00019712	-0.00033002	0.00025859	-0.00033087	0.00078658
0.00019677	-0.00033009	0.00025875	-0.00033095	0.00078648
0.00019710	-0.00032981	0.00025796	-0.00033064	0.00078570
0.00019537	-0.00032936	0.00025843	-0.00033025	0.00078405
0.00019590	-0.00033155	0.00025865	-0.00033243	0.00078698
0.00019585	-0.00033123	0.00025902	-0.00033212	0.00078699
0.00019484	-0.00033104	0.00025795	-0.00033193	0.00078472
0.00019598	-0.00032870	0.00025940	-0.00032961	0.00078499
0.00019593	-0.00033061	0.00025908	-0.00033150	0.00078652
0.00019933	-0.00032935	0.00025950	-0.00033016	0.00078899
0.00019958	-0.00033153	0.00025677	-0.00033226	0.00078861
0.00019694	-0.00033004	0.00025745	-0.00033086	0.00078525
0.00019702	-0.00033127	0.00025779	-0.00033210	0.00078690
0.00019757	-0.00032781	0.00025917	-0.00032866	0.00078540
0.00019730	-0.00033084	0.00025813	-0.00033167	0.00078709
0.00019527	-0.00033081	0.00025839	-0.00033170	0.00078536
0.00019515	-0.00032843	0.00025880	-0.00032934	0.00078330
0.00019625	-0.00033154	0.00026024	-0.00033245	0.00078894
0.00019593	-0.00033062	0.00025720	-0.00033146	0.00078459
0.00019671	-0.00032837	0.00025809	-0.00032922	0.00078401
0.00019562	-0.00033158	0.00025857	-0.00033246	0.00078666
0.00019511	-0.00033016	0.00025956	-0.00033109	0.00078576
0.00019596	-0.00032973	0.00026116	-0.00033068	0.00078780
0.00019796	-0.00032980	0.00026218	-0.00033072	0.00079086
0.00019750	-0.00033163	0.00025828	-0.00033245	0.00078824
0.00019670	-0.00033058	0.00026043	-0.00033149	0.00078862
0.00019583	-0.00033052	0.00025888	-0.00033141	0.00078612
0.00019367	-0.00032975	0.00025812	-0.00033068	0.00078247
0.00019687	-0.00033360	0.00025918	-0.00033447	0.00079051
0.00019703	-0.00033020	0.00025777	-0.00033103	0.00078583
0.00019457	-0.00032954	0.00025544	-0.00033038	0.00078039
0.00019621	-0.00033146	0.00025911	-0.00033234	0.00078767
0.00019594	-0.00033054	0.00025760	-0.00033139	0.00078493
0.00019702	-0.00033021	0.00025813	-0.00033105	0.00078619
0.00019468	-0.00032978	0.00025821	-0.00033069	0.00078357
0.00019532	-0.00032964	0.00025758	-0.00033051	0.00078341
0.00019728	-0.00032935	0.00025760	-0.00033017	0.00078505
0.00019596	-0.00033048	0.00025686	-0.00033131	0.00078413
0.00019512	-0.00032945	0.00025950	-0.00033038	0.00078500
0.00019556	-0.00032987	0.00025821	-0.00033075	0.00078452
0.00019699	-0.00032918	0.00025694	-0.00032998	0.00078391
0.00019569	-0.00032938	0.00025917	-0.00033029	0.00078515
0.00019670	-0.00033210	0.00025853	-0.00033296	0.00078818
0.00019541	-0.00033200	0.00025911	-0.00033290	0.00078742
0.00019539	-0.00032815	0.00025956	-0.00032908	0.00078402
0.00019491	-0.00033194	0.00025654	-0.00033279	0.00078424
0.00019733	-0.00033074	0.00026039	-0.00033163	0.00078935
0.00019470	-0.00032971	0.00025863	-0.00033063	0.00078396
0.00019485	-0.00032826	0.00025831	-0.00032916	0.00078232
0.00019635	-0.00032849	0.00026023	-0.00032940	0.00078598
0.00019652	-0.00032843	0.00026081	-0.00032935	0.00078668
0.00019816	-0.00032997	0.00025922	-0.00033081	0.00078819
0.00019651	-0.00032923	0.00025933	-0.00033011	0.00078595
0.00019804	-0.00032906	0.00026043	-0.00032993	0.00078840
0.00019791	-0.00032985	0.00025895	-0.00033068	0.00078754
0.00019688	-0.00033133	0.00026007	-0.00033223	0.00078917
0.00019709	-0.00032878	0.00025935	-0.00032965	0.00078609
0.00019819	-0.00032854	0.00025942	-0.00032938	0.00078699
0.00019716	-0.00032965	0.00026137	-0.00033058	0.00078911
0.00019585	-0.00032933	0.00026128	-0.00033029	0.00078742
0.00019628	-0.00032974	0.00025866	-0.00033061	0.00078555
0.00019780	-0.00033048	0.00025740	-0.00033128	0.00078648
0.00019724	-0.00032975	0.00025782	-0.00033057	0.00078563
0.00019751	-0.00032932	0.00026229	-0.00033026	0.00079006
0.00019852	-0.00033006	0.00026051	-0.00033091	0.00078994
0.00019736	-0.00032753	0.00026013	-0.00032841	0.00078590
0.00019842	-0.00032877	0.00025795	-0.00032956	0.00078593
0.00019656	-0.00032809	0.00025965	-0.00032899	0.00078520
0.00019650	-0.00032969	0.00025809	-0.00033054	0.00078513
0.00019680	-0.00033043	0.00025924	-0.00033130	0.00078734
0.00019405	-0.00032985	0.00025737	-0.00033076	0.00078218
0.00019602	-0.00033002	0.00025859	-0.00033090	0.00078551
0.00019703	-0.00032899	0.00025901	-0.00032985	0.00078590
0.00019908	-0.00033106	0.00025940	-0.00033187	0.00079035
0.00019593	-0.00033004	0.00025918	-0.00033093	0.00078605
0.00019791	-0.00033118	0.00025849	-0.00033200	0.00078840
0.00019573	-0.00032983	0.00025798	-0.00033070	0.00078441
0.00019730	-0.00033055	0.00025823	-0.00033138	0.00078691
0.00019619	-0.00033024	0.00025820	-0.00033110	0.00078549
0.00019621	-0.00032602	0.00025829	-0.00032689	0.00078139
0.00019679	-0.00033262	0.00025904	-0.00033349	0.00078932
0.00019376	-0.00032975	0.00025835	-0.00033069	0.00078280
0.00019607	-0.00033069	0.00025935	-0.00033158	0.00078700
0.00019458	-0.00032791	0.00025740	-0.00032880	0.00078078
0.00019727	-0.00033081	0.00025857	-0.00033165	0.00078750
0.00019702	-0.00032976	0.00025927	-0.00033062	0.00078692
0.00019727	-0.00032992	0.00025910	-0.00033078	0.00078714
0.00019647	-0.00032917	0.00026015	-0.00033008	0.00078670
0.00019689	-0.00033086	0.00026017	-0.00033175	0.00078881
0.00019720	-0.00032987	0.00025964	-0.00033075	0.00078758
0.00019643	-0.00032903	0.00026262	-0.00033001	0.00078906
0.00019855	-0.00033022	0.00026138	-0.00033110	0.00079103
0.00019582	-0.00032906	0.00025937	-0.00032996	0.00078515
0.00019923	-0.00032833	0.00025865	-0.00032912	0.00078701
0.00019729	-0.00032778	0.00026059	-0.00032868	0.00078656
0.00019963	-0.00032841	0.00025903	-0.00032920	0.00078786
0.00019709	-0.00032905	0.00025952	-0.00032992	0.00078653
0.00020006	-0.00032845	0.00026062	-0.00032927	0.00078995
0.00019756	-0.00033085	0.00025960	-0.00033171	0.00078886
0.00019797	-0.00033012	0.00025804	-0.00033093	0.00078694
0.00019757	-0.00033080	0.00025821	-0.00033162	0.00078740
0.00019509	-0.00033125	0.00025958	-0.00033218	0.00078685
0.00019682	-0.00033033	0.00026094	-0.00033125	0.00078901
0.00019858	-0.00033238	0.00025754	-0.00033316	0.00078928
0.00019686	-0.00032869	0.00025925	-0.00032956	0.00078567
0.00019805	-0.00032917	0.00025912	-0.00033001	0.00078718
0.00019452	-0.00032858	0.00025938	-0.00032952	0.00078343
0.00019742	-0.00032863	0.00026095	-0.00032953	0.00078790
0.00019801	-0.00032853	0.00025832	-0.00032935	0.00078567
0.00019523	-0.00032875	0.00026172	-0.00032974	0.00078670
0.00019615	-0.00032907	0.00025915	-0.00032996	0.00078527
0.00019756	-0.00032969	0.00025915	-0.00033054	0.00078725
0.00019641	-0.00032924	0.00026050	-0.00033016	0.00078706
0.00019606	-0.00032959	0.00025884	-0.00033047	0.00078537
0.00019625	-0.00032907	0.00025982	-0.00032998	0.00078605
0.00019621	-0.00033136	0.00025926	-0.00033225	0.00078772
0.00019701	-0.00032844	0.00025937	-0.00032931	0.00078569
0.00019658	-0.00032876	0.00025801	-0.00032961	0.00078420
0.00019588	-0.00033099	0.00025862	-0.00033187	0.00078637
0.00019644	-0.00032988	0.00025836	-0.00033074	0.00078554
0.00019507	-0.00032973	0.00025861	-0.00033064	0.00078433
0.00019794	-0.00032952	0.00025984	-0.00033038	0.00078816
0.00019721	-0.00032836	0.00025983	-0.00032924	0.00078629
0.00019661	-0.00032623	0.00026104	-0.00032716	0.00078481
0.00019735	-0.00032838	0.00025847	-0.00032922	0.00078504
0.00019676	-0.00032976	0.00026051	-0.00033067	0.00078794
0.00019664	-0.00032990	0.00025691	-0.00033071	0.00078427
0.00019700	-0.00032744	0.00025763	-0.00032826	0.00078289
0.00019608	-0.00033200	0.00025902	-0.00033289	0.00078799
0.00019670	-0.00032742	0.00025690	-0.00032823	0.00078183
0.00019782	-0.00032913	0.00025971	-0.00032999	0.00078752
0.00019801	-0.00032851	0.00025962	-0.00032936	0.00078699
0.00019626	-0.00032885	0.00025969	-0.00032975	0.00078570
0.00019759	-0.00033013	0.00026030	-0.00033101	0.00078891
0.00019713	-0.00033065	0.00025874	-0.00033150	0.00078737
0.00019726	-0.00032985	0.00025858	-0.00033069	0.00078654
0.00019790	-0.00032825	0.00025938	-0.00032909	0.00078637
0.00019755	-0.00033012	0.00025781	-0.00033094	0.00078630
0.00019599	-0.00032842	0.00026084	-0.00032937	0.00078620
0.00019482	-0.00032990	0.00025962	-0.00033084	0.00078528
0.00019706	-0.00032901	0.00025876	-0.00032986	0.00078568
0.00019761	-0.00032926	0.00025876	-0.00033010	0.00078647
0.00019548	-0.00033104	0.00025859	-0.00033193	0.00078600
0.00019726	-0.00032989	0.00025847	-0.00033073	0.00078647
0.00019665	-0.00032867	0.00025905	-0.00032954	0.00078524
0.00019664	-0.00033033	0.00025842	-0.00033119	0.00078624
0.00019878	-0.00032881	0.00025964	-0.00032964	0.00078805
0.00019801	-0.00033093	0.00025905	-0.00033176	0.00078881
0.00019487	-0.00032876	0.00025842	-0.00032966	0.00078295
0.00019593	-0.00032952	0.00025754	-0.00033037	0.00078384
0.00019657	-0.00032943	0.00025778	-0.00033027	0.00078463
0.00019660	-0.00033138	0.00025686	-0.00033219	0.00078565
0.00019635	-0.00032852	0.00026075	-0.00032945	0.00078655
0.00019730	-0.00033117	0.00025792	-0.00033199	0.00078721
0.00019612	-0.00033069	0.00026045	-0.00033162	0.00078819
0.00019750	-0.00033123	0.00025820	-0.00033206	0.00078776
0.00019458	-0.00033079	0.00025768	-0.00033168	0.00078395
0.00019627	-0.00032868	0.00025797	-0.00032954	0.00078378
0.00019745	-0.00032881	0.00025909	-0.00032967	0.00078620
0.00019774	-0.00032896	0.00025734	-0.00032976	0.00078484
0.00019682	-0.00032876	0.00025669	-0.00032957	0.00078308
0.00019729	-0.00032705	0.00025793	-0.00032788	0.00078309
0.00019747	-0.00032850	0.00025760	-0.00032932	0.00078438
0.00019664	-0.00032804	0.00025936	-0.00032892	0.00078491
0.00019687	-0.00032962	0.00025750	-0.00033045	0.00078482
0.00019633	-0.00032950	0.00025843	-0.00033036	0.00078512
0.00019687	-0.00032956	0.00025877	-0.00033042	0.00078606
0.00019665	-0.00032858	0.00025894	-0.00032945	0.00078504
0.00019664	-0.00032982	0.00025870	-0.00033068	0.00078603
0.00019690	-0.00032851	0.00025842	-0.00032936	0.00078468
0.00019737	-0.00032960	0.00025763	-0.00033041	0.00078541
0.00019731	-0.00032861	0.00025906	-0.00032947	0.00078584
0.00019611	-0.00033005	0.00025971	-0.00033096	0.00078678
0.00019813	-0.00033103	0.00025918	-0.00033187	0.00078918
0.00019822	-0.00032744	0.00025752	-0.00032823	0.00078397
0.00019838	-0.00032880	0.00025795	-0.00032960	0.00078593
0.00019554	-0.00032954	0.00025823	-0.00033042	0.00078419
0.00019719	-0.00032820	0.00025900	-0.00032905	0.00078525
0.00019721	-0.00032994	0.00026065	-0.00033084	0.00078869
0.00019817	-0.00033153	0.00025779	-0.00033233	0.00078829
0.00019656	-0.00033118	0.00025817	-0.00033203	0.00078676
0.00019518	-0.00033152	0.00025889	-0.00033243	0.00078651
0.00019733	-0.00032979	0.00025754	-0.00033060	0.00078547
0.00019601	-0.00033038	0.00025939	-0.00033128	0.00078668
0.00019748	-0.00033111	0.00025999	-0.00033199	0.00078946
0.00019577	-0.00032983	0.00025885	-0.00033073	0.00078534
0.00019610	-0.00033115	0.00025842	-0.00033202	0.00078654
0.00019578	-0.00033254	0.00025709	-0.00033338	0.00078625
0.00019680	-0.00033091	0.00025776	-0.00033174	0.00078631
0.00019687	-0.00033018	0.00025763	-0.00033101	0.00078551
0.00019474	-0.00032852	0.00025728	-0.00032940	0.00078142
0.00019567	-0.00032983	0.00025899	-0.00033073	0.00078540
0.00019671	-0.00032897	0.00025697	-0.00032978	0.00078347
0.00019544	-0.00033088	0.00025699	-0.00033173	0.00078416
0.00019545	-0.00033066	0.00025796	-0.00033153	0.00078493
0.00019479	-0.00033071	0.00025973	-0.00033165	0.00078618
0.00019872	-0.00033003	0.00025766	-0.00033080	0.00078718
0.00019592	-0.00033094	0.00025792	-0.00033180	0.00078565
0.00019515	-0.00033119	0.00025588	-0.00033202	0.00078305
0.00019476	-0.00033148	0.00025829	-0.00033238	0.00078543
0.00019545	-0.00033168	0.00025737	-0.00033254	0.00078535
0.00019342	-0.00033185	0.00025693	-0.00033276	0.00078311
0.00019557	-0.00033122	0.00025878	-0.00033211	0.00078646
0.00019540	-0.00033066	0.00025749	-0.00033153	0.00078442
0.00019667	-0.00033019	0.00025871	-0.00033106	0.00078643
0.00019608	-0.00033073	0.00025856	-0.00033161	0.00078625
0.00019565	-0.00033049	0.00025845	-0.00033138	0.00078547
0.00019593	-0.00032973	0.00025783	-0.00033059	0.00078434
0.00019383	-0.00032973	0.00025699	-0.00033063	0.00078145
0.00019618	-0.00032985	0.00026044	-0.00033077	0.00078740
0.00019596	-0.00033110	0.00025759	-0.00033195	0.00078550
0.00019606	-0.00033015	0.00025749	-0.00033100	0.00078455
0.00019497	-0.00033039	0.00025661	-0.00033124	0.00078282
0.00019552	-0.00032985	0.00025665	-0.00033069	0.00078286
0.00019376	-0.00033134	0.00025725	-0.00033224	0.00078326
0.00019545	-0.00033130	0.00025682	-0.00033215	0.00078441
0.00019468	-0.00033179	0.00025759	-0.00033267	0.00078495
0.00019507	-0.00033235	0.00025654	-0.00033320	0.00078481
0.00019493	-0.00033020	0.00025696	-0.00033107	0.00078296
0.00019419	-0.00033251	0.00025780	-0.00033341	0.00078540
0.00019466	-0.00033243	0.00025677	-0.00033329	0.00078472
0.00019604	-0.00033035	0.00025772	-0.00033120	0.00078496
0.00019585	-0.00032921	0.00025714	-0.00033005	0.00078304
0.00019557	-0.00033166	0.00025918	-0.00033256	0.00078731
0.00019473	-0.00033119	0.00025620	-0.00033203	0.00078297
0.00019398	-0.00033132	0.00025796	-0.00033224	0.00078418
0.00019335	-0.00033057	0.00025884	-0.00033153	0.00078372
0.00019514	-0.00033333	0.00025608	-0.00033416	0.00078537
0.00019530	-0.00033207	0.00025732	-0.00033293	0.00078555
0.00019530	-0.00033099	0.00025802	-0.00033187	0.00078520
0.00019598	-0.00032990	0.00025736	-0.00033074	0.00078409
0.00019383	-0.00032976	0.00025785	-0.00033069	0.00078237
0.00019633	-0.00033316	0.00025931	-0.00033404	0.00078968
0.00019482	-0.00033108	0.00025705	-0.00033195	0.00078382
0.00019370	-0.00033092	0.00025851	-0.00033186	0.00078407
0.00019733	-0.00033108	0.00025648	-0.00033186	0.00078567
0.00019665	-0.00032934	0.00025697	-0.00033016	0.00078378
0.00019452	-0.00033242	0.00025904	-0.00033335	0.00078691
0.00019653	-0.00033081	0.00025554	-0.00033159	0.00078366
0.00019526	-0.00033249	0.00025749	-0.00033336	0.00078611
0.00019437	-0.00033296	0.00025735	-0.00033385	0.00078557
0.00019561	-0.00033292	0.00025716	-0.00033377	0.00078653
0.00019406	-0.00032927	0.00025652	-0.00033015	0.00078073
0.00019486	-0.00033107	0.00025709	-0.00033194	0.00078389
0.00019290	-0.00032985	0.00025802	-0.00033080	0.00078172
0.00019476	-0.00033151	0.00025689	-0.00033238	0.00078403
